Reported_Date,HA,Sex,Classification_Reported,Age_Group_Extract,Case Count
2020-09-27,Vancouver Coastal,F,Lab-diagnosed,20-29,4
2020-09-27,Vancouver Coastal,M,Lab-diagnosed,70-79,3
2020-09-27,Vancouver Coastal,M,Lab-diagnosed,60-69,1
2020-09-27,Vancouver Coastal,U,Lab-diagnosed,20-29,1
2020-09-27,Fraser,F,Lab-diagnosed,10-19,1
2020-09-27,Northern,F,Epi-linked,20-29,1
2020-09-27,Fraser,M,Lab-diagnosed,90+,1
2020-09-27,Fraser,M,Lab-diagnosed,80-89,2
2020-09-27,Fraser,F,Lab-diagnosed,50-59,2
2020-09-27,Northern,M,Lab-diagnosed,10-19,1
2020-09-27,Vancouver Coastal,F,Lab-diagnosed,40-49,3
2020-09-27,Vancouver Coastal,F,Epi-linked,50-59,1
2020-09-27,Fraser,M,Lab-diagnosed,<10,0
2020-09-27,Northern,M,Lab-diagnosed,20-29,2
2020-09-27,Fraser,M,Lab-diagnosed,40-49,2
2020-09-27,Vancouver Coastal,M,Lab-diagnosed,10-19,1
2020-09-28,Fraser,M,Lab-diagnosed,20-29,8
2020-09-28,Fraser,F,Lab-diagnosed,30-39,7
2020-09-28,Fraser,F,Lab-diagnosed,20-29,5
2020-09-28,Northern,M,Lab-diagnosed,30-39,1
2020-09-28,Northern,M,Lab-diagnosed,60-69,1
2020-09-28,Fraser,F,Lab-diagnosed,40-49,4
2020-09-28,Fraser,F,Lab-diagnosed,60-69,3
2020-09-28,Fraser,M,Lab-diagnosed,60-69,3
2020-09-28,Fraser,M,Lab-diagnosed,30-39,5
2020-09-28,Fraser,M,Lab-diagnosed,40-49,6
2020-09-28,Vancouver Coastal,F,Lab-diagnosed,70-79,2
2020-09-28,Vancouver Coastal,M,Lab-diagnosed,30-39,3
2020-09-28,Fraser,M,Lab-diagnosed,50-59,2
2020-09-28,Vancouver Coastal,M,Lab-diagnosed,50-59,6
2020-09-28,Vancouver Coastal,F,Lab-diagnosed,<10,0
2020-09-28,Vancouver Coastal,M,Lab-diagnosed,70-79,1
2020-09-28,Interior,F,Lab-diagnosed,60-69,1
2020-09-28,Vancouver Coastal,M,Epi-linked,<10,0
2020-09-28,Fraser,M,Lab-diagnosed,<10,0
2020-09-28,Fraser,F,Lab-diagnosed,<10,0
2020-09-28,Fraser,F,Lab-diagnosed,50-59,4
2020-09-28,Vancouver Coastal,F,Lab-diagnosed,40-49,5
2020-09-28,Vancouver Coastal,F,Lab-diagnosed,50-59,2
2020-09-28,Fraser,M,Lab-diagnosed,70-79,1
2020-09-28,Vancouver Coastal,M,Lab-diagnosed,<10,0
2020-09-28,Fraser,F,Lab-diagnosed,10-19,1
2020-09-28,Vancouver Coastal,F,Lab-diagnosed,20-29,4
2020-09-28,Vancouver Coastal,F,Lab-diagnosed,60-69,2
2020-09-28,Northern,F,Lab-diagnosed,20-29,1
2020-09-28,Vancouver Coastal,F,Lab-diagnosed,30-39,4
2020-09-28,Fraser,M,Lab-diagnosed,10-19,1
2020-09-28,Fraser,M,Epi-linked,<10,0
2020-09-28,Vancouver Coastal,M,Lab-diagnosed,20-29,2
2020-09-28,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2020-09-28,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-09-28,Northern,F,Epi-linked,<10,0
2020-09-29,Fraser,F,Lab-diagnosed,80-89,4
2020-09-29,Northern,M,Lab-diagnosed,40-49,1
2020-09-29,Vancouver Coastal,F,Lab-diagnosed,10-19,6
2020-09-29,Vancouver Coastal,F,Lab-diagnosed,60-69,3
2020-09-29,Fraser,M,Lab-diagnosed,10-19,6
2020-09-29,Fraser,M,Lab-diagnosed,20-29,4
2020-09-29,Vancouver Coastal,F,Lab-diagnosed,30-39,5
2020-09-29,Northern,F,Lab-diagnosed,20-29,2
2020-09-29,Vancouver Coastal,M,Lab-diagnosed,10-19,2
2020-09-29,Fraser,F,Lab-diagnosed,60-69,4
2020-09-29,Vancouver Coastal,F,Lab-diagnosed,20-29,3
2020-09-29,Vancouver Coastal,F,Lab-diagnosed,50-59,2
2020-09-29,Fraser,F,Lab-diagnosed,50-59,3
2020-09-29,Fraser,M,Lab-diagnosed,60-69,4
2020-09-29,Vancouver Coastal,M,Lab-diagnosed,<10,0
2020-09-29,Fraser,F,Lab-diagnosed,30-39,4
2020-09-29,Vancouver Coastal,M,Lab-diagnosed,30-39,5
2020-09-29,Fraser,F,Lab-diagnosed,90+,1
2020-09-29,Vancouver Coastal,F,Lab-diagnosed,<10,0
2020-09-29,Interior,F,Lab-diagnosed,20-29,1
2020-09-29,Fraser,F,Lab-diagnosed,40-49,3
2020-09-29,Fraser,M,Lab-diagnosed,40-49,3
2020-09-29,Fraser,M,Lab-diagnosed,80-89,2
2020-09-29,Vancouver Coastal,M,Lab-diagnosed,50-59,4
2020-09-29,Fraser,M,Lab-diagnosed,50-59,2
2020-09-29,Fraser,M,Lab-diagnosed,30-39,6
2020-09-29,Vancouver Island,M,Lab-diagnosed,20-29,1
2020-09-29,Fraser,F,Lab-diagnosed,70-79,1
2020-09-29,Fraser,F,Lab-diagnosed,20-29,3
2020-09-29,Vancouver Coastal,F,Lab-diagnosed,40-49,2
2020-09-29,Vancouver Coastal,M,Lab-diagnosed,40-49,2
2020-09-29,Vancouver Coastal,F,Epi-linked,<10,0
2020-09-29,Interior,M,Epi-linked,20-29,1
2020-09-29,Vancouver Coastal,M,Lab-diagnosed,60-69,3
2020-09-29,Vancouver Coastal,F,Lab-diagnosed,90+,2
2020-09-29,Northern,M,Lab-diagnosed,50-59,1
2020-09-29,Vancouver Coastal,F,Epi-linked,50-59,1
2020-09-29,Fraser,F,Lab-diagnosed,<10,0
2020-09-29,Vancouver Coastal,M,Lab-diagnosed,70-79,1
2020-09-29,Vancouver Island,F,Lab-diagnosed,<10,0
2020-09-29,Vancouver Coastal,M,Lab-diagnosed,20-29,3
2020-09-29,Fraser,F,Lab-diagnosed,10-19,3
2020-09-29,Fraser,M,Epi-linked,40-49,1
2020-09-30,Vancouver Coastal,F,Lab-diagnosed,50-59,2
2020-09-30,Vancouver Coastal,M,Lab-diagnosed,40-49,5
2020-09-30,Fraser,M,Lab-diagnosed,70-79,4
2020-09-30,Vancouver Coastal,M,Lab-diagnosed,50-59,3
2020-09-30,Vancouver Coastal,M,Lab-diagnosed,70-79,3
2020-09-30,Fraser,M,Lab-diagnosed,20-29,2
2020-09-30,Fraser,F,Lab-diagnosed,<10,0
2020-09-30,Vancouver Coastal,F,Lab-diagnosed,70-79,7
2020-09-30,Vancouver Coastal,F,Lab-diagnosed,10-19,3
2020-09-30,Fraser,F,Lab-diagnosed,20-29,3
2020-09-30,Fraser,M,Lab-diagnosed,60-69,5
2020-09-30,Vancouver Coastal,M,Lab-diagnosed,60-69,3
2020-09-30,Fraser,F,Lab-diagnosed,30-39,6
2020-09-30,Vancouver Coastal,M,Lab-diagnosed,10-19,3
2020-09-30,Fraser,M,Lab-diagnosed,30-39,7
2020-09-30,Vancouver Coastal,F,Lab-diagnosed,40-49,8
2020-09-30,Fraser,F,Lab-diagnosed,40-49,5
2020-09-30,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2020-09-30,Vancouver Coastal,M,Lab-diagnosed,30-39,5
2020-09-30,Vancouver Coastal,M,Lab-diagnosed,90+,1
2020-09-30,Vancouver Coastal,F,Lab-diagnosed,<10,0
2020-09-30,Vancouver Coastal,F,Lab-diagnosed,30-39,3
2020-09-30,Fraser,M,Lab-diagnosed,40-49,2
2020-09-30,Fraser,F,Lab-diagnosed,50-59,6
2020-09-30,Vancouver Coastal,F,Lab-diagnosed,20-29,6
2020-09-30,Vancouver Coastal,M,Lab-diagnosed,20-29,3
2020-09-30,Interior,F,Lab-diagnosed,20-29,1
2020-09-30,Fraser,M,Lab-diagnosed,10-19,1
2020-09-30,Vancouver Island,F,Lab-diagnosed,20-29,1
2020-09-30,Fraser,M,Lab-diagnosed,<10,0
2020-09-30,Vancouver Coastal,M,Lab-diagnosed,<10,0
2020-09-30,Vancouver Coastal,F,Lab-diagnosed,60-69,1
2020-09-30,Fraser,F,Lab-diagnosed,60-69,3
2020-09-30,Interior,M,Lab-diagnosed,20-29,1
2020-09-30,Fraser,M,Lab-diagnosed,50-59,3
2020-09-30,Fraser,F,Lab-diagnosed,10-19,1
2020-09-30,Fraser,F,Lab-diagnosed,90+,2
2020-09-30,Northern,F,Lab-diagnosed,50-59,1
2020-10-01,Fraser,M,Lab-diagnosed,40-49,9
2020-10-01,Fraser,F,Lab-diagnosed,20-29,10
2020-10-01,Fraser,M,Lab-diagnosed,10-19,4
2020-10-01,Vancouver Coastal,F,Lab-diagnosed,40-49,4
2020-10-01,Fraser,M,Lab-diagnosed,<10,0
2020-10-01,Fraser,F,Lab-diagnosed,70-79,2
2020-10-01,Fraser,M,Lab-diagnosed,50-59,13
2020-10-01,Northern,M,Lab-diagnosed,<10,0
2020-10-01,Fraser,M,Lab-diagnosed,60-69,3
2020-10-01,Northern,F,Lab-diagnosed,60-69,1
2020-10-01,Interior,F,Lab-diagnosed,60-69,1
2020-10-01,Vancouver Coastal,F,Lab-diagnosed,30-39,8
2020-10-01,Fraser,M,Lab-diagnosed,30-39,13
2020-10-01,Fraser,F,Lab-diagnosed,30-39,8
2020-10-01,Fraser,F,Lab-diagnosed,60-69,3
2020-10-01,Vancouver Coastal,M,Lab-diagnosed,50-59,5
2020-10-01,Northern,M,Epi-linked,20-29,1
2020-10-01,Vancouver Coastal,M,Lab-diagnosed,20-29,3
2020-10-01,Vancouver Coastal,F,Lab-diagnosed,<10,0
2020-10-01,Fraser,F,Lab-diagnosed,40-49,8
2020-10-01,Fraser,M,Lab-diagnosed,20-29,3
2020-10-01,Fraser,F,Lab-diagnosed,50-59,4
2020-10-01,Northern,M,Lab-diagnosed,40-49,1
2020-10-01,Northern,F,Lab-diagnosed,10-19,1
2020-10-01,Vancouver Coastal,F,Lab-diagnosed,50-59,3
2020-10-01,Fraser,M,Lab-diagnosed,80-89,1
2020-10-01,Vancouver Coastal,M,Lab-diagnosed,30-39,2
2020-10-01,Vancouver Coastal,F,Lab-diagnosed,10-19,2
2020-10-01,Vancouver Coastal,F,Lab-diagnosed,60-69,2
2020-10-01,Vancouver Coastal,M,Lab-diagnosed,10-19,2
2020-10-01,Fraser,F,Lab-diagnosed,10-19,1
2020-10-01,Fraser,M,Epi-linked,<10,0
2020-10-01,Fraser,F,Lab-diagnosed,90+,1
2020-10-01,Vancouver Island,F,Lab-diagnosed,30-39,1
2020-10-01,Vancouver Coastal,M,Lab-diagnosed,<10,0
2020-10-01,Vancouver Coastal,F,Lab-diagnosed,20-29,5
2020-10-01,Vancouver Coastal,M,Lab-diagnosed,60-69,4
2020-10-01,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2020-10-01,Interior,M,Lab-diagnosed,60-69,1
2020-10-01,Interior,M,Lab-diagnosed,20-29,1
2020-10-02,Fraser,F,Lab-diagnosed,40-49,3
2020-10-02,Vancouver Coastal,F,Lab-diagnosed,40-49,6
2020-10-02,Fraser,M,Lab-diagnosed,20-29,7
2020-10-02,Fraser,M,Lab-diagnosed,40-49,5
2020-10-02,Vancouver Coastal,M,Lab-diagnosed,80-89,2
2020-10-02,Fraser,M,Lab-diagnosed,<10,0
2020-10-02,Vancouver Coastal,M,Lab-diagnosed,30-39,4
2020-10-02,Fraser,M,Lab-diagnosed,60-69,2
2020-10-02,Vancouver Coastal,M,Lab-diagnosed,40-49,8
2020-10-02,Vancouver Coastal,F,Lab-diagnosed,60-69,2
2020-10-02,Fraser,F,Lab-diagnosed,80-89,2
2020-10-02,Vancouver Coastal,M,Lab-diagnosed,20-29,7
2020-10-02,Fraser,F,Lab-diagnosed,70-79,2
2020-10-02,Fraser,F,Lab-diagnosed,<10,0
2020-10-02,Fraser,M,Lab-diagnosed,50-59,3
2020-10-02,Fraser,F,Lab-diagnosed,30-39,3
2020-10-02,Fraser,F,Lab-diagnosed,20-29,3
2020-10-02,Vancouver Coastal,M,Lab-diagnosed,90+,1
2020-10-02,Vancouver Coastal,F,Lab-diagnosed,30-39,5
2020-10-02,Vancouver Coastal,F,Lab-diagnosed,20-29,3
2020-10-02,Fraser,F,Lab-diagnosed,10-19,2
2020-10-02,Fraser,F,Lab-diagnosed,60-69,3
2020-10-02,Vancouver Coastal,M,Lab-diagnosed,50-59,4
2020-10-02,Vancouver Coastal,F,Lab-diagnosed,10-19,1
2020-10-02,Fraser,F,Lab-diagnosed,50-59,3
2020-10-02,Vancouver Coastal,F,Lab-diagnosed,50-59,1
2020-10-02,Fraser,M,Lab-diagnosed,10-19,1
2020-10-02,Interior,F,Lab-diagnosed,60-69,1
2020-10-02,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2020-10-02,Northern,M,Lab-diagnosed,10-19,1
2020-10-02,Fraser,M,Epi-linked,50-59,1
2020-10-02,Fraser,M,Lab-diagnosed,30-39,1
2020-10-02,Interior,F,Lab-diagnosed,50-59,1
2020-10-03,Fraser,M,Lab-diagnosed,50-59,10
2020-10-03,Fraser,F,Lab-diagnosed,20-29,13
2020-10-03,Vancouver Coastal,F,Lab-diagnosed,10-19,1
2020-10-03,Fraser,M,Lab-diagnosed,20-29,11
2020-10-03,Vancouver Coastal,M,Lab-diagnosed,60-69,1
2020-10-03,Vancouver Island,M,Lab-diagnosed,40-49,1
2020-10-03,Vancouver Coastal,F,Lab-diagnosed,30-39,5
2020-10-03,Vancouver Island,F,Lab-diagnosed,50-59,1
2020-10-03,Vancouver Coastal,M,Lab-diagnosed,20-29,3
2020-10-03,Fraser,M,Lab-diagnosed,40-49,7
2020-10-03,Fraser,F,Lab-diagnosed,30-39,6
2020-10-03,Vancouver Coastal,F,Lab-diagnosed,40-49,2
2020-10-03,Fraser,F,Lab-diagnosed,40-49,6
2020-10-03,Fraser,M,Lab-diagnosed,60-69,1
2020-10-03,Vancouver Coastal,M,Lab-diagnosed,50-59,4
2020-10-03,Fraser,M,Lab-diagnosed,10-19,2
2020-10-03,Vancouver Island,F,Lab-diagnosed,30-39,1
2020-10-03,Vancouver Coastal,F,Lab-diagnosed,20-29,3
2020-10-03,Vancouver Coastal,F,Lab-diagnosed,50-59,2
2020-10-03,Vancouver Coastal,M,Lab-diagnosed,40-49,3
2020-10-03,Vancouver Island,F,Lab-diagnosed,10-19,1
2020-10-03,Vancouver Coastal,M,Lab-diagnosed,30-39,11
2020-10-03,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2020-10-03,Fraser,F,Lab-diagnosed,10-19,2
2020-10-03,Fraser,F,Lab-diagnosed,50-59,2
2020-10-03,Vancouver Coastal,F,Lab-diagnosed,60-69,1
2020-10-03,Vancouver Coastal,F,Lab-diagnosed,70-79,2
2020-10-03,Vancouver Coastal,M,Lab-diagnosed,<10,0
2020-10-03,Fraser,M,Lab-diagnosed,70-79,1
2020-10-03,Fraser,M,Lab-diagnosed,<10,0
2020-10-03,Interior,F,Lab-diagnosed,80-89,1
2020-10-03,Fraser,F,Epi-linked,10-19,2
2020-10-03,Vancouver Coastal,M,Lab-diagnosed,70-79,1
2020-10-03,Vancouver Island,M,Lab-diagnosed,50-59,1
2020-10-03,Fraser,F,Lab-diagnosed,60-69,1
2020-10-03,Interior,M,Lab-diagnosed,80-89,1
2020-10-03,Fraser,F,Epi-linked,<10,0
2020-10-03,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-10-03,Interior,F,Lab-diagnosed,20-29,1
2020-10-03,Fraser,M,Lab-diagnosed,30-39,5
2020-10-03,Northern,F,Lab-diagnosed,40-49,1
2020-10-03,Vancouver Coastal,M,Epi-linked,20-29,1
2020-10-04,Vancouver Island,F,Lab-diagnosed,40-49,1
2020-10-04,Fraser,M,Lab-diagnosed,10-19,2
2020-10-04,Fraser,F,Lab-diagnosed,40-49,9
2020-10-04,Fraser,F,Lab-diagnosed,30-39,7
2020-10-04,Fraser,M,Lab-diagnosed,30-39,5
2020-10-04,Fraser,M,Lab-diagnosed,40-49,6
2020-10-04,Fraser,M,Lab-diagnosed,20-29,11
2020-10-04,Vancouver Coastal,M,Lab-diagnosed,20-29,5
2020-10-04,Interior,F,Epi-linked,30-39,1
2020-10-04,Interior,F,Lab-diagnosed,60-69,2
2020-10-04,Vancouver Coastal,F,Lab-diagnosed,10-19,2
2020-10-04,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2020-10-04,Fraser,M,Lab-diagnosed,50-59,8
2020-10-04,Fraser,F,Lab-diagnosed,50-59,5
2020-10-04,Vancouver Coastal,F,Lab-diagnosed,20-29,2
2020-10-04,Vancouver Coastal,F,Lab-diagnosed,<10,0
2020-10-04,Vancouver Coastal,F,Lab-diagnosed,50-59,4
2020-10-04,Vancouver Island,M,Lab-diagnosed,30-39,1
2020-10-04,Fraser,F,Lab-diagnosed,<10,0
2020-10-04,Fraser,F,Lab-diagnosed,10-19,5
2020-10-04,Vancouver Island,M,Lab-diagnosed,50-59,2
2020-10-04,Vancouver Coastal,F,Lab-diagnosed,30-39,4
2020-10-04,Fraser,F,Lab-diagnosed,60-69,2
2020-10-04,Vancouver Coastal,M,Lab-diagnosed,40-49,2
2020-10-04,Vancouver Coastal,M,Lab-diagnosed,50-59,2
2020-10-04,Vancouver Coastal,M,Lab-diagnosed,<10,0
2020-10-04,Interior,M,Epi-linked,<10,0
2020-10-04,Fraser,F,Lab-diagnosed,80-89,1
2020-10-04,Northern,F,Lab-diagnosed,20-29,3
2020-10-04,Vancouver Coastal,F,Lab-diagnosed,40-49,3
2020-10-04,Fraser,F,Lab-diagnosed,70-79,2
2020-10-04,Interior,F,Lab-diagnosed,30-39,1
2020-10-04,Interior,M,Lab-diagnosed,50-59,1
2020-10-04,Out of Canada,M,Lab-diagnosed,50-59,1
2020-10-04,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-10-04,Fraser,F,Lab-diagnosed,20-29,4
2020-10-04,Fraser,M,Lab-diagnosed,60-69,2
2020-10-04,Vancouver Coastal,M,Lab-diagnosed,10-19,1
2020-10-04,Fraser,M,Lab-diagnosed,70-79,1
2020-10-04,Fraser,M,Lab-diagnosed,90+,1
2020-10-04,Vancouver Coastal,M,Lab-diagnosed,30-39,1
2020-10-04,Fraser,M,Lab-diagnosed,<10,0
2020-10-04,Vancouver Island,M,Lab-diagnosed,<10,0
2020-10-04,Vancouver Coastal,M,Lab-diagnosed,60-69,1
2020-10-04,Interior,F,Lab-diagnosed,20-29,1
2020-10-04,Interior,M,Lab-diagnosed,20-29,1
2020-10-05,Fraser,M,Lab-diagnosed,30-39,5
2020-10-05,Fraser,F,Lab-diagnosed,70-79,2
2020-10-05,Interior,F,Lab-diagnosed,40-49,1
2020-10-05,Fraser,F,Lab-diagnosed,30-39,6
2020-10-05,Fraser,M,Lab-diagnosed,20-29,9
2020-10-05,Vancouver Coastal,F,Lab-diagnosed,30-39,4
2020-10-05,Fraser,M,Lab-diagnosed,40-49,2
2020-10-05,Fraser,M,Lab-diagnosed,<10,0
2020-10-05,Fraser,F,Lab-diagnosed,10-19,5
2020-10-05,Vancouver Coastal,M,Lab-diagnosed,70-79,2
2020-10-05,Fraser,F,Lab-diagnosed,60-69,1
2020-10-05,Fraser,F,Lab-diagnosed,50-59,4
2020-10-05,Vancouver Coastal,M,Lab-diagnosed,10-19,1
2020-10-05,Vancouver Coastal,M,Lab-diagnosed,30-39,5
2020-10-05,Fraser,F,Lab-diagnosed,20-29,6
2020-10-05,Fraser,M,Lab-diagnosed,60-69,2
2020-10-05,Vancouver Coastal,F,Lab-diagnosed,<10,0
2020-10-05,Fraser,F,Lab-diagnosed,90+,2
2020-10-05,Vancouver Coastal,M,Lab-diagnosed,20-29,1
2020-10-05,Vancouver Coastal,M,Lab-diagnosed,50-59,2
2020-10-05,Vancouver Coastal,F,Lab-diagnosed,50-59,3
2020-10-05,Fraser,M,Lab-diagnosed,50-59,3
2020-10-05,Vancouver Coastal,M,Lab-diagnosed,40-49,4
2020-10-05,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2020-10-05,Vancouver Coastal,M,Lab-diagnosed,60-69,2
2020-10-05,Fraser,F,Lab-diagnosed,40-49,2
2020-10-05,Fraser,M,Lab-diagnosed,10-19,2
2020-10-05,Vancouver Island,F,Lab-diagnosed,30-39,1
2020-10-05,Northern,M,Lab-diagnosed,20-29,1
2020-10-05,Vancouver Island,M,Lab-diagnosed,10-19,1
2020-10-05,Interior,M,Lab-diagnosed,60-69,1
2020-10-05,Northern,F,Epi-linked,<10,0
2020-10-05,Vancouver Coastal,F,Lab-diagnosed,40-49,2
2020-10-05,Fraser,M,Lab-diagnosed,70-79,1
2020-10-05,Interior,F,Lab-diagnosed,80-89,1
2020-10-05,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-10-05,Interior,F,Lab-diagnosed,30-39,1
2020-10-06,Fraser,M,Lab-diagnosed,70-79,2
2020-10-06,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2020-10-06,Fraser,M,Lab-diagnosed,30-39,10
2020-10-06,Fraser,F,Lab-diagnosed,30-39,6
2020-10-06,Fraser,M,Lab-diagnosed,60-69,4
2020-10-06,Fraser,F,Lab-diagnosed,50-59,5
2020-10-06,Fraser,F,Lab-diagnosed,20-29,9
2020-10-06,Vancouver Coastal,F,Lab-diagnosed,50-59,3
2020-10-06,Vancouver Coastal,M,Lab-diagnosed,50-59,3
2020-10-06,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2020-10-06,Vancouver Coastal,M,Lab-diagnosed,<10,0
2020-10-06,Fraser,F,Lab-diagnosed,60-69,3
2020-10-06,Fraser,F,Lab-diagnosed,40-49,9
2020-10-06,Vancouver Coastal,M,Lab-diagnosed,60-69,3
2020-10-06,Fraser,F,Lab-diagnosed,80-89,1
2020-10-06,Fraser,M,Lab-diagnosed,50-59,2
2020-10-06,Vancouver Coastal,F,Lab-diagnosed,20-29,6
2020-10-06,Fraser,M,Lab-diagnosed,20-29,5
2020-10-06,Fraser,F,Epi-linked,20-29,1
2020-10-06,Fraser,M,Lab-diagnosed,10-19,3
2020-10-06,Vancouver Coastal,M,Epi-linked,30-39,1
2020-10-06,Fraser,F,Lab-diagnosed,70-79,3
2020-10-06,Interior,M,Lab-diagnosed,30-39,1
2020-10-06,Vancouver Coastal,M,Lab-diagnosed,30-39,5
2020-10-06,Vancouver Coastal,F,Lab-diagnosed,40-49,2
2020-10-06,Fraser,M,Lab-diagnosed,40-49,4
2020-10-06,Vancouver Coastal,M,Lab-diagnosed,20-29,4
2020-10-06,Fraser,F,Epi-linked,10-19,1
2020-10-06,Fraser,M,Lab-diagnosed,<10,0
2020-10-06,Vancouver Coastal,M,Lab-diagnosed,70-79,1
2020-10-06,Vancouver Coastal,F,Lab-diagnosed,<10,0
2020-10-06,Vancouver Coastal,F,Lab-diagnosed,30-39,2
2020-10-06,Vancouver Coastal,F,Lab-diagnosed,60-69,1
2020-10-06,Fraser,M,Epi-linked,30-39,1
2020-10-06,Vancouver Coastal,M,Lab-diagnosed,10-19,1
2020-10-06,Fraser,F,Lab-diagnosed,<10,0
2020-10-06,Vancouver Coastal,F,Lab-diagnosed,10-19,2
2020-10-06,Fraser,M,Lab-diagnosed,80-89,1
2020-10-06,Fraser,F,Lab-diagnosed,10-19,1
2020-10-07,Interior,F,Lab-diagnosed,60-69,1
2020-10-07,Fraser,M,Lab-diagnosed,20-29,8
2020-10-07,Fraser,F,Lab-diagnosed,50-59,7
2020-10-07,Vancouver Coastal,F,Lab-diagnosed,50-59,3
2020-10-07,Fraser,F,Lab-diagnosed,40-49,4
2020-10-07,Fraser,M,Lab-diagnosed,30-39,4
2020-10-07,Vancouver Coastal,M,Lab-diagnosed,40-49,5
2020-10-07,Fraser,M,Lab-diagnosed,70-79,2
2020-10-07,Fraser,F,Lab-diagnosed,10-19,1
2020-10-07,Vancouver Coastal,M,Lab-diagnosed,20-29,6
2020-10-07,Vancouver Coastal,F,Lab-diagnosed,30-39,3
2020-10-07,Fraser,F,Lab-diagnosed,60-69,7
2020-10-07,Fraser,F,Lab-diagnosed,20-29,9
2020-10-07,Vancouver Coastal,F,Lab-diagnosed,20-29,7
2020-10-07,Vancouver Coastal,M,Lab-diagnosed,10-19,3
2020-10-07,Fraser,M,Lab-diagnosed,50-59,4
2020-10-07,Fraser,M,Lab-diagnosed,<10,0
2020-10-07,Vancouver Island,F,Lab-diagnosed,40-49,1
2020-10-07,Fraser,M,Lab-diagnosed,10-19,6
2020-10-07,Vancouver Coastal,M,Lab-diagnosed,50-59,5
2020-10-07,Interior,M,Lab-diagnosed,70-79,1
2020-10-07,Vancouver Coastal,M,Lab-diagnosed,60-69,4
2020-10-07,Fraser,F,Lab-diagnosed,30-39,5
2020-10-07,Vancouver Coastal,F,Lab-diagnosed,40-49,3
2020-10-07,Vancouver Coastal,F,Lab-diagnosed,60-69,1
2020-10-07,Fraser,F,Epi-linked,30-39,1
2020-10-07,Northern,F,Lab-diagnosed,50-59,2
2020-10-07,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2020-10-07,Fraser,M,Lab-diagnosed,40-49,5
2020-10-07,Vancouver Coastal,M,Lab-diagnosed,30-39,2
2020-10-07,Vancouver Coastal,F,Lab-diagnosed,10-19,2
2020-10-07,Northern,M,Lab-diagnosed,40-49,1
2020-10-07,Northern,M,Lab-diagnosed,30-39,1
2020-10-07,Northern,M,Lab-diagnosed,50-59,1
2020-10-07,Fraser,F,Lab-diagnosed,<10,0
2020-10-07,Vancouver Coastal,U,Lab-diagnosed,30-39,1
2020-10-07,Fraser,F,Lab-diagnosed,70-79,3
2020-10-08,Fraser,F,Lab-diagnosed,40-49,9
2020-10-08,Fraser,F,Lab-diagnosed,<10,0
2020-10-08,Fraser,F,Lab-diagnosed,30-39,13
2020-10-08,Vancouver Coastal,M,Lab-diagnosed,70-79,1
2020-10-08,Fraser,M,Lab-diagnosed,10-19,9
2020-10-08,Fraser,M,Lab-diagnosed,20-29,12
2020-10-08,Fraser,F,Lab-diagnosed,10-19,4
2020-10-08,Vancouver Coastal,F,Lab-diagnosed,<10,0
2020-10-08,Fraser,M,Lab-diagnosed,70-79,3
2020-10-08,Fraser,F,Lab-diagnosed,70-79,2
2020-10-08,Vancouver Coastal,M,Lab-diagnosed,50-59,2
2020-10-08,Fraser,M,Lab-diagnosed,60-69,5
2020-10-08,Vancouver Coastal,F,Lab-diagnosed,20-29,6
2020-10-08,Vancouver Coastal,M,Lab-diagnosed,30-39,3
2020-10-08,Fraser,F,Lab-diagnosed,60-69,2
2020-10-08,Vancouver Coastal,F,Lab-diagnosed,30-39,3
2020-10-08,Vancouver Coastal,F,Lab-diagnosed,40-49,2
2020-10-08,Fraser,M,Lab-diagnosed,40-49,7
2020-10-08,Vancouver Coastal,M,Lab-diagnosed,20-29,4
2020-10-08,Vancouver Coastal,F,Lab-diagnosed,10-19,1
2020-10-08,Vancouver Coastal,F,Epi-linked,<10,0
2020-10-08,Fraser,M,Lab-diagnosed,30-39,6
2020-10-08,Fraser,F,Lab-diagnosed,20-29,7
2020-10-08,Vancouver Coastal,F,Lab-diagnosed,50-59,3
2020-10-08,Vancouver Island,F,Lab-diagnosed,40-49,1
2020-10-08,Fraser,F,Epi-linked,<10,0
2020-10-08,Interior,F,Lab-diagnosed,20-29,2
2020-10-08,Fraser,M,Lab-diagnosed,50-59,3
2020-10-08,Fraser,F,Lab-diagnosed,50-59,3
2020-10-08,Vancouver Coastal,M,Lab-diagnosed,40-49,2
2020-10-08,Northern,F,Lab-diagnosed,10-19,1
2020-10-08,Vancouver Coastal,M,Lab-diagnosed,60-69,2
2020-10-08,Fraser,F,Lab-diagnosed,90+,1
